,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track
22,23,15,2,Brad Keselowski,Dent Wizard (Roger Penske),Ford,299,running,0,18,0,Nashville
23,24,11,21,Matt DiBenedetto,Motorcraft / Quick Lane (Wood Brothers),Ford,298,running,0,15,0,Nashville
24,25,36,53,Garrett Smithley,Smart Sanitizer (Rick Ware),Chevrolet,298,running,0,0,0,Nashville
25,26,34,52,Josh Bilicki,Insurance King (Rick Ware),Ford,298,running,0,11,0,Nashville
26,27,32,51,J.J. Yeley,Nurtec ODT (Rick Ware),Chevrolet,298,running,0,0,0,Nashville
27,28,31,78,B.J. McLeod,Surface Sunscreen / Koolbox ICE (B.J. McLeod),Ford,295,running,0,0,0,Nashville
28,29,37,15,Joey Gase,Tennessee Donor Svcs. / Donate Life (Rick Ware),Chevrolet,295,running,0,0,0,Nashville
29,30,7,41,Cole Custer,Dixie Vodka / Tony's Tea (Stewart Haas Racing),Ford,252,running,0,7,0,Nashville
30,31,16,14,Chase Briscoe,HighPoint.com / Thorlabs (Stewart Haas Racing),Ford,227,crash,5,14,0,Nashville
31,32,20,37,Ryan Preece,Entenmann's (JTG-Daugherty Racing),Chevrolet,197,brakes,0,5,0,Nashville
32,33,33,66,Chad Finchum,Smithbilt Homes (Carl Long),Toyota,157,rear end,0,0,0,Nashville
33,34,38,13,David Starr,Bob Menery (Carl Long),Toyota,126,brakes,0,0,0,Nashville
34,35,27,77,Justin Haley,Diamond Creek Water (Spire Motorsports),Chevrolet,79,crash,0,0,0,Nashville
35,36,17,17,Chris Buescher,Fifth Third Bank (Jack Roush),Ford,77,crash,0,1,0,Nashville
36,37,10,12,Ryan Blaney,Menards / Duracell (Roger Penske),Ford,53,crash,0,1,0,Nashville
37,38,39,0,Quin Houff,Mane 'n Tail / Spirit Untamed (StarCom Racing),Chevrolet,0,crash,0,1,0,Nashville
38,39,6,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,300,disqualified,13,1,0,Nashville
0,1,13,48,Alex Bowman,Ally (Rick Hendrick),Chevrolet,130,running,16,43,5,Pocono
1,2,5,18,Kyle Busch,M&M's Mini's (Joe Gibbs),Toyota,130,running,30,47,1,Pocono
2,3,2,24,William Byron,Axalta Color of the Year (Rick Hendrick),Chevrolet,130,running,13,50,0,Pocono
3,4,10,11,Denny Hamlin,FedEx Ground (Joe Gibbs),Toyota,130,running,11,43,0,Pocono
4,5,27,12,Ryan Blaney,Menards / Richmond (Roger Penske),Ford,130,running,0,38,0,Pocono
5,6,8,1,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,130,running,12,45,1,Pocono
6,7,4,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,130,running,18,45,0,Pocono
7,8,3,4,Kevin Harvick,Busch Light (Stewart Haas Racing),Ford,130,running,0,35,0,Pocono
8,9,1,5,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,130,running,15,45,0,Pocono
9,10,18,2,Brad Keselowski,Detroit Engines (Roger Penske),Ford,130,running,0,28,0,Pocono
10,11,16,8,Tyler Reddick,Kalahari Resorts & Conventions (Richard Childress),Chevrolet,130,running,0,27,0,Pocono
11,12,29,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,130,running,0,25,0,Pocono
12,13,14,99,Daniel Suarez,CommScope (Trackhouse Racing),Chevrolet,130,running,0,27,0,Pocono
13,14,20,23,Bubba Wallace,Root Insurance (23XI Racing),Toyota,130,running,0,23,0,Pocono
14,15,7,47,"Ricky Stenhouse, Jr.",Scott Brand (JTG-Daugherty Racing),Chevrolet,130,running,0,22,0,Pocono
15,16,11,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,130,running,0,21,0,Pocono
16,17,9,20,Christopher Bell,Rheem (Joe Gibbs),Toyota,130,running,0,20,0,Pocono
17,18,15,19,"Martin Truex, Jr.",Stanley Tools (Joe Gibbs),Toyota,130,running,0,23,0,Pocono
18,19,17,34,Michael McDowell,ARRMA (Bob Jenkins),Ford,130,running,5,18,0,Pocono
19,20,25,17,Chris Buescher,Acronis (Jack Roush),Ford,130,running,0,17,0,Pocono
20,21,12,3,Austin Dillon,Workrise (Richard Childress),Chevrolet,130,running,0,18,0,Pocono
21,22,22,43,Erik Jones,Medallion Bank (Richard Petty Motorsports),Chevrolet,130,running,0,15,0,Pocono
22,23,31,37,Ryan Preece,Thomas' / Kroger (JTG-Daugherty Racing),Chevrolet,130,running,0,14,0,Pocono
23,24,28,14,Chase Briscoe,HighPoint.com / Webex by Cisco (Stewart Haas Racing),Ford,130,running,0,13,0,Pocono
24,25,35,51,Cody Ware,Nurtec ODT (Rick Ware),Chevrolet,130,running,0,0,0,Pocono
25,26,24,38,Anthony Alfredo,Death Wish Coffee (Bob Jenkins),Ford,130,running,0,11,0,Pocono
26,27,34,77,Justin Haley,Diamond Creek Water (Spire Motorsports),Chevrolet,130,running,0,0,0,Pocono
27,28,36,15,James Davison,Go FMX (Rick Ware),Chevrolet,130,running,0,9,0,Pocono
28,29,30,53,Garrett Smithley,Rich Mar Florist (Rick Ware),Chevrolet,130,running,0,0,0,Pocono
29,30,32,78,B.J. McLeod,American Brain Tumor Association (B.J. McLeod),Ford,130,running,0,0,0,Pocono
30,31,37,0,Quin Houff,Mane 'n Tail / Spirit Untamed (StarCom Racing),Chevrolet,130,running,0,6,0,Pocono
31,32,21,21,Matt DiBenedetto,Motorcraft / Quick Lane (Wood Brothers),Ford,129,running,0,5,0,Pocono
32,33,6,42,Ross Chastain,McDonald's (Chip Ganassi),Chevrolet,129,running,10,4,0,Pocono
33,34,33,52,Josh Bilicki,Jacob Companies (Rick Ware),Ford,128,running,0,3,0,Pocono
34,35,38,66,Timmy Hill,M&M Mechanical (Carl Long),Toyota,126,running,0,0,0,Pocono
35,36,23,7,Corey LaJoie,Nations Guard (Spire Motorsports),Chevrolet,125,running,0,1,0,Pocono
36,37,19,6,Ryan Newman,Wyndham Rewards (Jack Roush),Ford,96,crash,0,1,0,Pocono
37,38,26,41,Cole Custer,HaasTooling.com (Stewart Haas Racing),Ford,13,crash,0,1,0,Pocono
0,1,19,18,Kyle Busch,M&M's Mini's (Joe Gibbs),Toyota,140,running,30,44,5,Pocono
1,2,12,5,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,140,running,0,38,0,Pocono
2,3,11,2,Brad Keselowski,Detroit Engines (Roger Penske),Ford,140,running,31,50,0,Pocono
3,4,13,4,Kevin Harvick,Busch Light (Stewart Haas Racing),Ford,140,running,0,33,0,Pocono
4,5,7,23,Bubba Wallace,Draft Kings (23XI Racing),Toyota,140,running,3,38,0,Pocono
5,6,16,12,Ryan Blaney,Menards / Duracell (Roger Penske),Ford,140,running,0,38,0,Pocono
6,7,20,48,Alex Bowman,Ally (Rick Hendrick),Chevrolet,140,running,18,30,0,Pocono
7,8,23,37,Ryan Preece,Thomas' / Kroger (JTG-Daugherty Racing),Chevrolet,140,running,0,29,0,Pocono
8,9,10,8,Tyler Reddick,Kalahari Resorts & Conventions (Richard Childress),Chevrolet,140,running,0,31,0,Pocono
9,10,14,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,140,running,0,28,0,Pocono
10,11,3,19,"Martin Truex, Jr.",Reser's Fine Foods (Joe Gibbs),Toyota,140,running,19,41,1,Pocono
11,12,18,24,William Byron,Axalta Color of the Year (Rick Hendrick),Chevrolet,140,running,22,35,1,Pocono
12,13,21,3,Austin Dillon,Workrise (Richard Childress),Chevrolet,140,running,0,24,0,Pocono
13,14,17,11,Denny Hamlin,FedEx Ground (Joe Gibbs),Toyota,140,running,1,32,0,Pocono
14,15,8,99,Daniel Suarez,CommScope (Trackhouse Racing),Chevrolet,140,running,0,24,0,Pocono
15,16,5,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,140,running,0,32,0,Pocono
16,17,2,34,Michael McDowell,ARRMA (Bob Jenkins),Ford,140,running,7,25,0,Pocono
17,18,32,21,Matt DiBenedetto,Motorcraft / Quick Lane (Wood Brothers),Ford,140,running,0,19,0,Pocono
18,19,1,17,Chris Buescher,Acronis (Jack Roush),Ford,140,running,6,18,0,Pocono
19,20,15,1,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,140,running,0,17,0,Pocono
20,21,24,14,Chase Briscoe,HighPoint.com / Webex by Cisco (Stewart Haas Racing),Ford,140,running,0,16,0,Pocono
21,22,37,6,Ryan Newman,Guaranteed Rate (Jack Roush),Ford,140,running,0,15,0,Pocono
22,23,36,7,Corey LaJoie,Nations Guard (Spire Motorsports),Chevrolet,139,running,0,14,0,Pocono
23,24,38,41,Cole Custer,HaasTooling.com (Stewart Haas Racing),Ford,139,running,0,13,0,Pocono
24,25,27,77,Justin Allgaier,Diamond Creek Water (Spire Motorsports),Chevrolet,139,running,0,0,0,Pocono
25,26,33,42,Ross Chastain,McDonald's (Chip Ganassi),Chevrolet,139,running,0,12,0,Pocono
26,27,9,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,139,running,0,16,0,Pocono
27,28,25,51,Cody Ware,Nurtec ODT (Rick Ware),Chevrolet,139,running,0,0,0,Pocono
28,29,30,78,B.J. McLeod,American Brain Tumor Association (B.J. McLeod),Ford,138,running,0,0,0,Pocono
29,30,28,15,James Davison,Go FMX (Rick Ware),Chevrolet,137,running,0,7,0,Pocono
30,31,22,43,Erik Jones,Medallion Bank (Richard Petty Motorsports),Chevrolet,136,running,0,6,0,Pocono
31,32,4,20,Christopher Bell,Rheem (Joe Gibbs),Toyota,135,running,3,12,0,Pocono
32,33,31,0,Quin Houff,Mane 'n Tail / Spirit Untamed (StarCom Racing),Chevrolet,135,running,0,4,0,Pocono
33,34,26,38,Anthony Alfredo,Death Wish Coffee (Bob Jenkins),Ford,134,running,0,3,0,Pocono
34,35,34,52,Josh Bilicki,Jacob Companies (Rick Ware),Ford,132,running,0,2,0,Pocono
35,36,29,53,Garrett Smithley,Rich Mar Florist (Rick Ware),Chevrolet,122,engine,0,0,0,Pocono
36,37,35,66,Timmy Hill,M&M Mechanical (Carl Long),Toyota,113,handling,0,0,0,Pocono
37,38,6,47,"Ricky Stenhouse, Jr.",Scott Brand (JTG-Daugherty Racing),Chevrolet,111,engine,0,5,0,Pocono
0,1,34,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,62,running,24,41,5,Elkhart Lake
1,2,13,20,Christopher Bell,SiriusXM (Joe Gibbs),Toyota,62,running,0,39,0,Elkhart Lake
2,3,40,18,Kyle Busch,"Skittles Red, White & Blue (Joe Gibbs)",Toyota,62,running,4,35,0,Elkhart Lake
3,4,16,1,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,62,running,0,41,0,Elkhart Lake
4,5,6,11,Denny Hamlin,FedEx Freight (Joe Gibbs),Toyota,62,running,0,37,0,Elkhart Lake
5,6,35,14,Chase Briscoe,Ford Perf. Racing School / HighPoint.com (Stewart Haas Racing),Ford,62,running,0,31,0,Elkhart Lake
6,7,8,42,Ross Chastain,Advent Health (Chip Ganassi),Chevrolet,62,running,0,44,0,Elkhart Lake
7,8,4,8,Tyler Reddick,Kalahari Resorts & Conventions (Richard Childress),Chevrolet,62,running,5,46,1,Elkhart Lake
8,9,9,19,"Martin Truex, Jr.","Bass Pro Shops Red, White & Blue (Joe Gibbs)",Toyota,62,running,1,28,0,Elkhart Lake
9,10,7,21,Matt DiBenedetto,Menards / Dutch Boy (Wood Brothers),Ford,62,running,10,27,0,Elkhart Lake
10,11,37,3,Austin Dillon,Dow Salutes Veterans (Richard Childress),Chevrolet,62,running,0,26,0,Elkhart Lake
11,12,38,47,"Ricky Stenhouse, Jr.",Kroger / Ball Park Buns & Rolls (JTG-Daugherty Racing),Chevrolet,62,running,0,25,0,Elkhart Lake
12,13,20,2,Brad Keselowski,Snap-On Tools (Roger Penske),Ford,62,running,0,24,0,Elkhart Lake
13,14,19,10,Aric Almirola,Smithfield / Pit Boss Grills (Stewart Haas Racing),Ford,62,running,1,23,0,Elkhart Lake
14,15,14,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,62,running,0,27,0,Elkhart Lake
15,16,2,5,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,62,running,0,36,0,Elkhart Lake
16,17,15,41,Cole Custer,HaasTooling.com (Stewart Haas Racing),Ford,62,running,0,20,0,Elkhart Lake
17,18,12,17,Chris Buescher,Fastenal (Jack Roush),Ford,62,running,0,19,0,Elkhart Lake
18,19,21,43,Erik Jones,SCAG Power Equipment (Richard Petty Motorsports),Chevrolet,62,running,0,18,0,Elkhart Lake
19,20,17,12,Ryan Blaney,Body Armor (Roger Penske),Ford,62,running,0,17,0,Elkhart Lake
20,21,23,7,Corey LaJoie,Diamond Creek Water (Spire Motorsports),Chevrolet,62,running,0,16,0,Elkhart Lake
21,22,10,48,Alex Bowman,Ally (Rick Hendrick),Chevrolet,62,running,0,18,0,Elkhart Lake
22,23,27,52,Josh Bilicki,Screamin' Sicilian (Rick Ware),Ford,62,running,0,14,0,Elkhart Lake
23,24,36,23,Bubba Wallace,Dr. Pepper (23XI Racing),Toyota,62,running,0,16,0,Elkhart Lake
24,25,22,77,Justin Haley,Fraternal Order of Eagles (Spire Motorsports),Chevrolet,62,running,0,0,0,Elkhart Lake
25,26,39,96,Ty Dillon,Lure Lock / Bass Pro Shops (Gaunt Brothers),Toyota,62,running,0,0,0,Elkhart Lake
26,27,25,4,Kevin Harvick,Busch Light Apple (Stewart Haas Racing),Ford,62,running,0,14,0,Elkhart Lake
27,28,26,15,James Davison,Skip Barber Racing School (Rick Ware),Chevrolet,62,running,0,9,0,Elkhart Lake
28,29,3,16,A.J. Allmendinger,Hyperice (Matthew Kaulig),Chevrolet,62,running,0,0,0,Elkhart Lake
29,30,18,34,Michael McDowell,Love's Travel Stops (Bob Jenkins),Ford,62,running,0,7,0,Elkhart Lake
30,31,29,51,Cody Ware,Nurtec ODT (Rick Ware),Chevrolet,62,running,0,0,0,Elkhart Lake
31,32,28,6,Ryan Newman,Kohler Generators (Jack Roush),Ford,62,running,0,5,0,Elkhart Lake
32,33,1,24,William Byron,Liberty University (Rick Hendrick),Chevrolet,62,running,15,23,1,Elkhart Lake
33,34,33,0,Quin Houff,8 Ball Chocolate Whiskey (StarCom Racing),Chevrolet,62,running,0,3,0,Elkhart Lake
34,35,30,78,Kyle Tilley,Bremont / Battle Associates (B.J. McLeod),Ford,60,running,0,2,0,Elkhart Lake
35,36,11,99,Daniel Suarez,Good Sam Patriotic (Trackhouse Racing),Chevrolet,53,running,0,1,0,Elkhart Lake
36,37,24,38,Anthony Alfredo,Speedy Cash (Bob Jenkins),Ford,42,brakes,0,1,0,Elkhart Lake
37,38,5,33,Austin Cindric,Pirtek (Roger Penske),Ford,35,rear gear,2,0,0,Elkhart Lake
38,39,31,53,Ryan Eversley,Nurtec ODT Preventative (Rick Ware),Ford,27,rear gear,0,0,0,Elkhart Lake
39,40,32,37,Ryan Preece,Maxwell House / Kroger (JTG-Daugherty Racing),Chevrolet,6,engine,0,1,0,Elkhart Lake
0,1,8,1,Kurt Busch,Gear Wrench (Chip Ganassi),Chevrolet,260,running,144,59,6,Atlanta
1,2,2,18,Kyle Busch,Skittles Gummies (Joe Gibbs),Toyota,260,running,91,54,1,Atlanta
2,3,5,19,"Martin Truex, Jr.",Auto-Owners Insurance (Joe Gibbs),Toyota,260,running,0,37,0,Atlanta
3,4,17,48,Alex Bowman,Ally (Rick Hendrick),Chevrolet,260,running,0,48,0,Atlanta
4,5,15,12,Ryan Blaney,Advance Auto Parts Same Day (Roger Penske),Ford,260,running,0,36,0,Atlanta
5,6,7,8,Tyler Reddick,Okuma (Richard Childress),Chevrolet,260,running,0,42,0,Atlanta
6,7,1,9,Chase Elliott,Adrenaline Shoc (Rick Hendrick),Chevrolet,260,running,13,30,0,Atlanta
7,8,4,20,Christopher Bell,"Craftsman ""Racing For a Miracle"" (Joe Gibbs)",Toyota,260,running,0,29,0,Atlanta
8,9,12,21,Matt DiBenedetto,Menards / Quaker State (Wood Brothers),Ford,260,running,0,28,0,Atlanta
9,10,14,2,Brad Keselowski,Money Lion (Roger Penske),Ford,260,running,0,30,0,Atlanta
10,11,21,4,Kevin Harvick,Mobil 1 Summer Road Trip (Stewart Haas Racing),Ford,260,running,0,27,0,Atlanta
11,12,13,3,Austin Dillon,Breztri (Richard Childress),Chevrolet,260,running,0,27,0,Atlanta
12,13,3,11,Denny Hamlin,"Offerpad ""Awesome Different"" (Joe Gibbs)",Toyota,260,running,2,38,0,Atlanta
13,14,24,23,Bubba Wallace,Door Dash (23XI Racing),Toyota,260,running,0,23,0,Atlanta
14,15,11,14,Chase Briscoe,One Cure (Stewart Haas Racing),Ford,260,running,0,22,0,Atlanta
15,16,18,17,Chris Buescher,Fastenal (Jack Roush),Ford,260,running,0,21,0,Atlanta
16,17,23,41,Cole Custer,Code 3 Associates (Stewart Haas Racing),Ford,260,running,1,20,0,Atlanta
17,18,6,5,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,260,running,0,31,0,Atlanta
18,19,10,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,259,running,0,22,0,Atlanta
19,20,19,24,William Byron,Axalta (Rick Hendrick),Chevrolet,259,running,0,20,0,Atlanta
20,21,9,42,Ross Chastain,Clover (Chip Ganassi),Chevrolet,259,running,0,16,0,Atlanta
21,22,26,7,Corey LaJoie,The Boss Baby: Family Business (Spire Motorsports),Chevrolet,258,running,0,15,0,Atlanta
22,23,20,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,258,running,8,14,0,Atlanta
23,24,22,43,Erik Jones,Petty's Garage (Richard Petty Motorsports),Chevrolet,258,running,0,13,0,Atlanta
24,25,34,37,Ryan Preece,Kroger / Scott Brand (JTG-Daugherty Racing),Chevrolet,258,running,1,12,0,Atlanta
25,26,32,38,Anthony Alfredo,Georgia Peanuts (Bob Jenkins),Ford,257,running,0,11,0,Atlanta
26,27,25,34,Michael McDowell,Fr8 Auctions (Bob Jenkins),Ford,256,running,0,10,0,Atlanta
27,28,29,6,Ryan Newman,Oscar Mayer (Jack Roush),Ford,256,running,0,9,0,Atlanta
28,29,28,77,Justin Haley,Fraternal Order of Eagles (Spire Motorsports),Chevrolet,255,running,0,0,0,Atlanta
29,30,36,78,B.J. McLeod,Superior Logistics Services (B.J. McLeod),Ford,254,running,0,0,0,Atlanta
30,31,37,53,Garrett Smithley,Seed Token (Rick Ware),Chevrolet,253,running,0,0,0,Atlanta
31,32,33,15,Bayley Currey,Fort Worth Screen Printing (Rick Ware),Chevrolet,253,running,0,0,0,Atlanta
32,33,31,51,Cody Ware,Nurtex ODT (Rick Ware),Chevrolet,253,running,0,0,0,Atlanta
33,34,30,52,Josh Bilicki,Junction Fuels (Rick Ware),Ford,248,running,0,3,0,Atlanta
34,35,35,0,Quin Houff,8 Ball Chocolate Whiskey (StarCom Racing),Chevrolet,248,running,0,2,0,Atlanta
35,36,27,99,Daniel Suarez,Good Sam - Autism Awareness (Trackhouse Racing),Chevrolet,243,running,0,1,0,Atlanta
36,37,16,47,"Ricky Stenhouse, Jr.",NOS Energy Drink (JTG-Daugherty Racing),Chevrolet,178,suspension,0,1,0,Atlanta
0,1,22,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,293,running,25,46,5,Loudon
1,2,9,20,Christopher Bell,Rheem / Watts (Joe Gibbs),Toyota,293,running,0,40,0,Loudon
2,3,11,2,Brad Keselowski,eCascadia (Roger Penske),Ford,293,running,53,53,1,Loudon
3,4,15,22,Joey Logano,Auto Trader (Roger Penske),Ford,293,running,0,33,0,Loudon
4,5,7,12,Ryan Blaney,Menards / Tarkett (Roger Penske),Ford,293,running,64,50,1,Loudon
5,6,12,4,Kevin Harvick,Busch Light Apple (Stewart Haas Racing),Ford,293,running,66,47,0,Loudon
6,7,10,5,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,293,running,0,35,0,Loudon
7,8,20,42,Ross Chastain,Clover (Chip Ganassi),Chevrolet,293,running,3,34,0,Loudon
8,9,5,48,Alex Bowman,Ally (Rick Hendrick),Chevrolet,293,running,0,3,0,Loudon
9,10,6,11,Denny Hamlin,FedEx Office (Joe Gibbs),Toyota,293,running,1,38,0,Loudon
10,11,14,21,Matt DiBenedetto,Motorcraft / Quick Lane (Wood Brothers),Ford,293,running,20,28,0,Loudon
11,12,2,19,"Martin Truex, Jr.",Resers Fine Foods #LetsPicnic (Joe Gibbs),Toyota,293,running,0,25,0,Loudon
12,13,8,8,Tyler Reddick,CAT #WeDigLandscaping (Richard Childress),Chevrolet,293,running,0,33,0,Loudon
13,14,21,41,Cole Custer,HaasTooling.com (Stewart Haas Racing),Ford,293,running,0,23,0,Loudon
14,15,29,47,"Ricky Stenhouse, Jr.",Kroger / Dawn (JTG-Daugherty Racing),Chevrolet,293,running,0,22,0,Loudon
15,16,4,1,Kurt Busch,Chevy Accessories (Chip Ganassi),Chevrolet,292,running,2,22,0,Loudon
16,17,13,3,Austin Dillon,Chevrolet (Richard Childress),Chevrolet,292,running,0,20,0,Loudon
17,18,3,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,292,running,53,7,0,Loudon
18,19,24,43,Erik Jones,Medallion Bank (Richard Petty Motorsports),Chevrolet,292,running,0,18,0,Loudon
19,20,31,99,Daniel Suarez,Good Sam (Trackhouse Racing),Chevrolet,292,running,0,17,0,Loudon
20,21,16,24,William Byron,Liberty University (Rick Hendrick),Chevrolet,292,running,0,16,0,Loudon
21,22,25,37,Ryan Preece,Healthy Choice Power Bowls (JTG-Daugherty Racing),Chevrolet,292,running,0,15,0,Loudon
22,23,26,7,Corey LaJoie,Nations Guard (Spire Motorsports),Chevrolet,292,running,0,14,0,Loudon
23,24,28,6,Ryan Newman,Guaranteed Rate (Jack Roush),Ford,292,running,0,13,0,Loudon
24,25,23,34,Michael McDowell,Horizon Hobby (Bob Jenkins),Ford,292,running,0,12,0,Loudon
25,26,18,23,Bubba Wallace,McDonald's (23XI Racing),Toyota,292,running,0,11,0,Loudon
26,27,19,14,Chase Briscoe,HighPoint.com (Stewart Haas Racing),Ford,291,running,0,10,0,Loudon
27,28,30,77,Justin Haley,Diamond Creek Water (Spire Motorsports),Chevrolet,291,running,0,0,0,Loudon
28,29,17,17,Chris Buescher,Fastenal (Jack Roush),Ford,290,running,0,8,0,Loudon
29,30,32,78,B.J. McLeod,Motorsport Games (B.J. McLeod),Ford,288,running,0,0,0,Loudon
30,31,34,51,Cody Ware,Nurtec ODT (Rick Ware),Chevrolet,285,running,0,0,0,Loudon
31,32,27,38,Anthony Alfredo,Dude Wipes (Bob Jenkins),Ford,285,running,0,5,0,Loudon
32,33,33,53,Garrett Smithley,Clubhouse Media Group (Rick Ware),Chevrolet,283,running,0,0,0,Loudon
33,34,35,52,Josh Bilicki,Rich Mar Florist / Mayhew Tools (Rick Ware),Ford,280,running,0,3,0,Loudon
34,35,36,0,Quin Houff,Permatex (StarCom Racing),Chevrolet,187,crash,0,2,0,Loudon
35,36,37,15,James Davison,Project 44 (Rick Ware),Chevrolet,40,clutch,0,1,0,Loudon
36,37,1,18,Kyle Busch,Interstate Batteries (Joe Gibbs),Toyota,8,crash,6,1,0,Loudon
0,1,4,5,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,90,running,27,56,5,Watkins Glen
1,2,11,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,90,running,0,38,0,Watkins Glen
2,3,9,19,"Martin Truex, Jr.",Reser's Fine Foods (Joe Gibbs),Toyota,90,running,34,44,1,Watkins Glen
3,4,20,18,Kyle Busch,Snickers (Joe Gibbs),Toyota,90,running,0,39,0,Watkins Glen
4,5,6,11,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,90,running,6,43,0,Watkins Glen
5,6,15,24,William Byron,Axalta (Rick Hendrick),Chevrolet,90,running,0,37,0,Watkins Glen
6,7,7,20,Christopher Bell,Stanley (Joe Gibbs),Toyota,90,running,0,39,0,Watkins Glen
7,8,5,4,Kevin Harvick,Busch Light Apple (Stewart Haas Racing),Ford,90,running,0,37,0,Watkins Glen
8,9,27,14,Chase Briscoe,HighPoint.com (Stewart Haas Racing),Ford,90,running,0,34,0,Watkins Glen
9,10,13,8,Tyler Reddick,Chevrolet Accessories (Richard Childress),Chevrolet,90,running,0,34,0,Watkins Glen
10,11,14,21,Matt DiBenedetto,Menards / Moen (Wood Brothers),Ford,90,running,0,30,0,Watkins Glen
11,12,12,42,Ross Chastain,MyMcDonald's Rewards (Chip Ganassi),Chevrolet,90,running,0,30,0,Watkins Glen
12,13,17,1,Kurt Busch,Monster Energy (Chip Ganassi),Chevrolet,90,running,2,24,0,Watkins Glen
13,14,3,12,Ryan Blaney,Dex Imaging (Roger Penske),Ford,90,running,0,23,0,Watkins Glen
14,15,16,3,Austin Dillon,Richard Childress,Chevrolet,90,running,0,24,0,Watkins Glen
15,16,8,10,Aric Almirola,Go Bowling (Stewart Haas Racing),Ford,90,running,0,21,0,Watkins Glen
16,17,24,17,Chris Buescher,Jack Roush,Ford,90,running,0,20,0,Watkins Glen
17,18,19,41,Cole Custer,HaasTooling.com (Stewart Haas Racing),Ford,90,running,0,19,0,Watkins Glen
18,19,18,47,"Ricky Stenhouse, Jr.",Kroger / Bush's Beans (JTG-Daugherty Racing),Chevrolet,90,running,1,18,0,Watkins Glen
19,20,10,48,Alex Bowman,Ally (Rick Hendrick),Chevrolet,90,running,0,21,0,Watkins Glen
20,21,25,34,Michael McDowell,CarParts.com (Bob Jenkins),Ford,90,running,0,16,0,Watkins Glen
21,22,2,22,Joey Logano,Verizon 5G (Roger Penske),Ford,90,running,11,27,1,Watkins Glen
22,23,26,23,Bubba Wallace,Toyota (23XI Racing),Toyota,90,running,0,14,0,Watkins Glen
23,24,29,7,Corey LaJoie,Nations Guard (Spire Motorsports),Chevrolet,90,running,0,13,0,Watkins Glen
24,25,28,6,Ryan Newman,Jack Roush,Ford,89,running,0,12,0,Watkins Glen
25,26,31,38,Anthony Alfredo,Bence Motor Sales (Bob Jenkins),Ford,89,running,0,11,0,Watkins Glen
26,27,22,43,Erik Jones,Clean Harbors (Richard Petty Motorsports),Chevrolet,89,running,0,11,0,Watkins Glen
27,28,23,37,Ryan Preece,Kleenex (JTG-Daugherty Racing),Chevrolet,89,running,0,9,0,Watkins Glen
